PropertyID,City,PropertyType,Area_sqm,Bedrooms,Bathrooms,Age_years,Distance_to_Center_km,Has_Garden,Has_Parking,Furnished,Price_USD,LocalCurrency,ExchangeRate_to_USD,Price_Local
PROP_00242,New York,Apartment,109.8,2,1,6,1.58,0,0,Unfurnished,1191066.24,USD,1.0,1191066.24
PROP_00243,Tokyo,Apartment,78.2,3,2,17,3.4,0,1,Unfurnished,762153.26,JPY,150.0,114322989.0
PROP_00244,London,Apartment,101.5,2,1,2,5.64,1,0,Partially,1058690.7,GBP,0.8,846952.56
PROP_00245,Tokyo,House,190.2,5,4,8,7.34,1,0,Partially,2360957.99,JPY,150.0,354143698.5
PROP_00246,Paris,Apartment,76.4,2,2,19,2.32,1,1,Partially,868495.74,EUR,0.92,799016.08
PROP_00247,Paris,House,91.2,2,2,20,4.55,1,1,Partially,1151337.76,EUR,0.92,1059230.74
PROP_00248,Sydney,Apartment,75.1,2,1,1,3.63,0,1,Fully,704395.53,AUD,1.5,1056593.3
PROP_00249,Mumbai,Penthouse,205.2,5,3,19,1.2,1,0,Unfurnished,1691300.43,INR,83.5,141223585.9
PROP_00250,New York,Penthouse,280.9,5,4,22,2.21,1,0,Fully,7188627.92,USD,1.0,7188627.92
PROP_00251,Tokyo,Apartment,51.2,1,1,6,6.72,0,1,Partially,380345.4,JPY,150.0,57051810.0
PROP_00252,Tokyo,House,271.9,5,4,26,11.18,1,0,Fully,2968327.55,JPY,150.0,445249132.5
PROP_00253,Tokyo,Apartment,81.9,2,2,0,15.83,1,1,Unfurnished,507292.41,JPY,150.0,76093861.5
PROP_00254,London,House,302.9,5,4,14,27.17,1,1,Partially,2744468.13,GBP,0.8,2195574.5
PROP_00255,Tokyo,Apartment,99.9,2,2,4,2.12,1,0,Partially,1127602.69,JPY,150.0,169140403.5
PROP_00256,New York,House,231.5,5,3,0,6.45,1,0,Unfurnished,3951353.28,USD,1.0,3951353.28
PROP_00257,Mumbai,Penthouse,185.4,5,4,11,0.6,0,1,Unfurnished,1625952.0,INR,83.5,135766992.0
PROP_00258,Paris,House,141.3,4,3,7,12.91,1,0,Partially,1602519.85,EUR,0.92,1474318.26
PROP_00259,Paris,Penthouse,100.1,2,2,1,2.92,1,0,Unfurnished,1722141.54,EUR,0.92,1584370.22
PROP_00260,Tokyo,Apartment,59.9,2,2,7,9.63,0,0,Fully,527810.4,JPY,150.0,79171560.0
PROP_00261,Tokyo,House,216.3,5,4,0,0.11,1,0,Unfurnished,3162292.86,JPY,150.0,474343929.0
PROP_00262,London,House,204.2,5,3,4,6.19,1,1,Fully,3120408.77,GBP,0.8,2496327.02
PROP_00263,Paris,Apartment,107.3,3,2,21,2.32,0,1,Unfurnished,1090985.96,EUR,0.92,1003707.08
PROP_00264,New York,Apartment,108.5,3,2,12,2.69,0,1,Unfurnished,1234556.63,USD,1.0,1234556.63
PROP_00265,Paris,Apartment,39.2,1,1,2,10.08,0,1,Partially,310990.74,EUR,0.92,286111.48
PROP_00266,Tokyo,House,72.3,2,1,8,28.09,1,1,Partially,356210.48,JPY,150.0,53431572.0
PROP_00267,Sydney,House,174.7,4,3,3,4.83,1,1,Fully,1671957.05,AUD,1.5,2507935.58
PROP_00268,New York,Apartment,105.3,3,2,26,0.24,0,1,Partially,1348719.74,USD,1.0,1348719.74
PROP_00269,Paris,Apartment,88.3,2,2,0,0.68,0,0,Partially,1085479.76,EUR,0.92,998641.38
PROP_00270,Sydney,Apartment,59.0,1,1,8,10.72,0,0,Partially,378077.82,AUD,1.5,567116.73
PROP_00271,Tokyo,House,246.6,5,4,5,14.96,1,1,Fully,2902498.06,JPY,150.0,435374709.0
PROP_00272,Sydney,Apartment,106.2,3,2,7,2.68,0,0,Fully,951480.63,AUD,1.5,1427220.94
PROP_00273,Sydney,House,245.5,5,4,21,1.3,1,1,Partially,3081993.72,AUD,1.5,4622990.58
PROP_00274,Paris,Penthouse,119.7,2,1,24,0.39,0,1,Partially,1747704.02,EUR,0.92,1607887.7
PROP_00275,London,House,160.9,4,3,29,14.49,1,1,Partially,1573500.22,GBP,0.8,1258800.18
PROP_00276,New York,Apartment,123.7,3,3,0,7.62,0,1,Partially,1167765.18,USD,1.0,1167765.18
PROP_00277,London,Apartment,108.2,3,2,51,0.27,0,1,Unfurnished,999902.72,GBP,0.8,799922.18
PROP_00278,Mumbai,Penthouse,201.0,5,4,14,1.14,0,1,Fully,1725288.28,INR,83.5,144061571.38
PROP_00279,Sydney,House,284.8,5,3,16,0.64,1,1,Fully,4257672.73,AUD,1.5,6386509.1
PROP_00280,Tokyo,Apartment,105.3,2,2,13,1.42,0,0,Partially,971836.63,JPY,150.0,145775494.5
PROP_00281,Sydney,Apartment,80.3,3,2,16,5.0,0,1,Unfurnished,638651.62,AUD,1.5,957977.43
PROP_00282,Paris,Apartment,69.8,3,2,10,0.99,1,0,Partially,730295.22,EUR,0.92,671871.6
PROP_00283,Mumbai,Apartment,44.6,1,1,13,3.64,0,1,Partially,166581.87,INR,83.5,13909586.14
PROP_00284,Sydney,Penthouse,143.9,3,3,5,0.29,0,1,Partially,2439055.22,AUD,1.5,3658582.83
PROP_00285,Sydney,House,136.7,3,2,16,10.51,1,1,Fully,1429996.8,AUD,1.5,2144995.2
PROP_00286,London,House,238.6,5,4,18,13.68,1,1,Fully,3297663.14,GBP,0.8,2638130.51
PROP_00287,Paris,Penthouse,215.1,5,4,14,4.03,0,1,Partially,4197807.59,EUR,0.92,3861982.98
PROP_00288,Tokyo,Apartment,91.8,3,2,4,2.85,0,0,Partially,874501.38,JPY,150.0,131175207.0
PROP_00289,New York,House,285.4,5,4,25,0.62,1,1,Fully,6453770.06,USD,1.0,6453770.06
PROP_00290,New York,Apartment,57.5,1,1,19,4.67,0,0,Unfurnished,506694.32,USD,1.0,506694.32
PROP_00291,London,House,190.6,4,3,7,8.65,1,0,Unfurnished,2051933.18,GBP,0.8,1641546.54
PROP_00292,Tokyo,House,103.7,3,2,30,29.62,1,1,Fully,521236.76,JPY,150.0,78185514.0
PROP_00293,Tokyo,Apartment,44.8,2,2,8,5.24,1,0,Unfurnished,423592.6,JPY,150.0,63538890.0
PROP_00294,Sydney,House,109.6,3,2,9,0.34,1,0,Fully,1424544.07,AUD,1.5,2136816.1
PROP_00295,Tokyo,Apartment,47.3,1,1,1,1.03,0,1,Unfurnished,459270.92,JPY,150.0,68890638.0
PROP_00296,Paris,Apartment,81.9,2,1,20,0.4,1,1,Fully,985782.43,EUR,0.92,906919.84
PROP_00297,Mumbai,Apartment,87.6,3,3,1,2.49,0,1,Fully,374911.4,INR,83.5,31305101.9
PROP_00298,Sydney,House,177.3,4,3,0,4.21,1,1,Partially,2489225.12,AUD,1.5,3733837.68
PROP_00299,Sydney,Apartment,25.0,1,1,11,7.79,0,1,Partially,166187.4,AUD,1.5,249281.1
PROP_00300,Sydney,Apartment,76.6,2,1,3,3.66,0,0,Fully,667560.86,AUD,1.5,1001341.29
PROP_00301,Sydney,Apartment,121.0,3,3,8,7.01,1,1,Partially,1097844.53,AUD,1.5,1646766.8
PROP_00302,London,Apartment,25.0,1,1,11,0.61,0,0,Partially,262888.39,GBP,0.8,210310.71
PROP_00303,London,House,220.4,5,4,45,17.98,1,1,Unfurnished,2004022.98,GBP,0.8,1603218.38
PROP_00304,Tokyo,Apartment,145.9,4,3,0,6.43,0,1,Unfurnished,1604723.73,JPY,150.0,240708559.5
PROP_00305,New York,Apartment,117.9,3,2,28,10.71,0,0,Partially,1016171.96,USD,1.0,1016171.96
PROP_00306,London,Penthouse,166.2,4,3,1,3.14,0,0,Unfurnished,3500595.63,GBP,0.8,2800476.5
PROP_00307,Paris,Penthouse,86.2,2,1,6,0.21,0,1,Unfurnished,1442205.25,EUR,0.92,1326828.83
PROP_00308,London,Apartment,79.5,3,3,7,5.0,0,0,Fully,1025364.71,GBP,0.8,820291.77
PROP_00309,Paris,House,297.8,5,4,10,1.81,1,1,Partially,5399498.25,EUR,0.92,4967538.39
PROP_00310,Mumbai,Apartment,48.1,1,1,4,4.65,0,1,Unfurnished,190213.31,INR,83.5,15882811.38
PROP_00311,Mumbai,House,193.5,5,3,3,4.52,1,0,Fully,1092416.55,INR,83.5,91216781.92
PROP_00312,Sydney,House,266.0,5,4,2,7.04,1,1,Unfurnished,3667765.35,AUD,1.5,5501648.02
PROP_00313,New York,Apartment,52.2,2,2,5,1.57,0,1,Fully,787817.89,USD,1.0,787817.89
PROP_00314,Paris,House,189.0,5,4,22,16.53,1,0,Fully,2183674.32,EUR,0.92,2008980.37
PROP_00315,Mumbai,Apartment,95.5,2,2,5,11.41,1,0,Unfurnished,280751.71,INR,83.5,23442767.78
PROP_00316,Mumbai,House,167.2,4,3,1,40.0,1,0,Unfurnished,343185.2,INR,83.5,28655964.2
PROP_00317,Mumbai,House,193.2,4,3,6,18.38,1,1,Partially,729883.83,INR,83.5,60945299.8
PROP_00318,Mumbai,Apartment,125.0,2,2,14,4.14,0,1,Partially,524154.86,INR,83.5,43766930.81
PROP_00319,New York,Apartment,125.4,3,2,12,4.21,1,0,Partially,1736618.97,USD,1.0,1736618.97
PROP_00320,Paris,House,243.8,5,3,9,13.48,1,1,Partially,3057443.74,EUR,0.92,2812848.24
PROP_00321,Tokyo,Apartment,143.9,4,3,4,0.85,0,1,Fully,1822883.95,JPY,150.0,273432592.5
PROP_00322,Paris,Apartment,45.4,2,1,17,0.13,0,1,Partially,553958.18,EUR,0.92,509641.53
PROP_00323,Paris,Penthouse,131.0,3,2,12,0.97,1,1,Partially,3070669.67,EUR,0.92,2825016.1
PROP_00324,Tokyo,Apartment,82.8,1,1,31,10.72,0,0,Unfurnished,440025.32,JPY,150.0,66003798.0
PROP_00325,Tokyo,House,262.7,5,3,34,11.69,1,1,Partially,2410964.38,JPY,150.0,361644657.0
PROP_00326,Mumbai,Apartment,69.5,3,3,28,13.9,0,0,Fully,208086.35,INR,83.5,17375210.23
PROP_00327,Paris,Apartment,64.6,2,1,8,3.77,1,0,Fully,669965.22,EUR,0.92,616368.0
PROP_00328,Paris,Apartment,66.6,1,1,2,1.48,0,1,Fully,768227.49,EUR,0.92,706769.29
PROP_00329,Mumbai,Apartment,91.0,2,2,4,0.52,0,1,Partially,436517.38,INR,83.5,36449201.23
PROP_00330,Sydney,Apartment,90.5,2,2,4,3.35,0,1,Partially,1006887.79,AUD,1.5,1510331.68
PROP_00331,New York,House,139.5,3,2,11,40.0,1,1,Fully,695928.94,USD,1.0,695928.94
PROP_00332,Mumbai,Penthouse,166.1,3,2,20,2.04,0,1,Partially,1146571.82,INR,83.5,95738746.97
PROP_00333,Tokyo,House,226.1,5,4,35,26.47,1,1,Partially,1396005.25,JPY,150.0,209400787.5
PROP_00334,Mumbai,House,355.3,5,4,6,13.0,1,0,Partially,1711655.15,INR,83.5,142923205.02
PROP_00335,Paris,Apartment,84.1,2,2,13,4.3,0,0,Unfurnished,849398.58,EUR,0.92,781446.69
PROP_00336,Tokyo,Penthouse,164.8,4,3,6,13.4,0,0,Partially,2064708.0,JPY,150.0,309706200.0
PROP_00337,Paris,Apartment,93.9,3,3,2,3.07,0,0,Partially,1127928.5,EUR,0.92,1037694.22
PROP_00338,London,Penthouse,187.1,5,4,13,0.1,0,1,Partially,4726953.84,GBP,0.8,3781563.07
PROP_00339,Sydney,Apartment,69.2,2,1,0,1.14,0,1,Partially,717180.1,AUD,1.5,1075770.15
PROP_00340,New York,Apartment,72.0,2,1,28,13.18,1,1,Unfurnished,610779.47,USD,1.0,610779.47
PROP_00341,New York,Apartment,131.0,4,3,38,5.95,0,0,Fully,1471192.11,USD,1.0,1471192.11
PROP_00342,Tokyo,House,219.5,5,4,39,5.47,1,0,Unfurnished,2155934.71,JPY,150.0,323390206.5
PROP_00343,Tokyo,House,149.7,3,2,48,13.23,1,1,Fully,1198173.42,JPY,150.0,179726013.0
PROP_00344,New York,House,157.4,4,3,10,5.18,1,1,Partially,2506622.31,USD,1.0,2506622.31
PROP_00345,Mumbai,Apartment,114.7,3,3,5,2.08,0,1,Fully,641291.19,INR,83.5,53547814.36
PROP_00346,London,Penthouse,196.4,5,4,3,0.54,0,1,Fully,5134884.51,GBP,0.8,4107907.61
PROP_00347,Sydney,Apartment,92.9,2,1,5,0.61,1,1,Partially,980897.13,AUD,1.5,1471345.7
PROP_00348,New York,House,80.5,3,3,35,4.52,1,1,Fully,1066338.05,USD,1.0,1066338.05
PROP_00349,New York,House,210.2,5,4,2,7.98,1,0,Partially,3830983.98,USD,1.0,3830983.98
PROP_00350,London,Apartment,44.0,1,1,11,11.64,0,1,Partially,404319.59,GBP,0.8,323455.67
PROP_00351,London,Apartment,87.0,2,2,12,14.29,0,0,Unfurnished,715026.54,GBP,0.8,572021.23
PROP_00352,London,House,128.0,4,3,1,10.84,1,1,Fully,1836974.49,GBP,0.8,1469579.59
PROP_00353,Sydney,House,230.4,5,4,12,3.39,1,1,Unfurnished,3067454.92,AUD,1.5,4601182.38
PROP_00354,London,Apartment,72.1,1,1,9,1.28,0,0,Partially,741971.32,GBP,0.8,593577.06
PROP_00355,Sydney,House,182.3,5,4,2,0.64,1,1,Fully,3084812.78,AUD,1.5,4627219.17
PROP_00356,Sydney,Apartment,122.0,3,2,24,8.68,0,1,Partially,890679.63,AUD,1.5,1336019.44
PROP_00357,Tokyo,Apartment,69.0,2,2,41,1.87,0,1,Partially,577385.69,JPY,150.0,86607853.5
PROP_00358,Paris,House,176.0,4,3,14,33.46,1,1,Fully,1112322.39,EUR,0.92,1023336.6
PROP_00359,Tokyo,Apartment,97.3,2,1,8,11.48,1,1,Unfurnished,718918.5,JPY,150.0,107837775.0
PROP_00360,Sydney,House,161.1,4,3,2,21.07,1,0,Partially,1228110.38,AUD,1.5,1842165.57
PROP_00361,Paris,House,162.1,4,3,4,4.51,1,1,Fully,2595426.66,EUR,0.92,2387792.53
PROP_00362,Paris,Penthouse,248.5,5,4,11,3.39,0,1,Unfurnished,5405823.06,EUR,0.92,4973357.22
PROP_00363,Mumbai,House,172.2,4,3,8,3.44,1,1,Fully,1067846.85,INR,83.5,89165211.98
PROP_00364,London,House,184.2,4,3,57,40.0,1,0,Unfurnished,705626.2,GBP,0.8,564500.96
PROP_00365,Mumbai,House,183.3,4,3,14,7.27,1,1,Unfurnished,1033821.17,INR,83.5,86324067.7
PROP_00366,Paris,House,148.9,4,3,14,3.02,1,0,Partially,2182583.64,EUR,0.92,2007976.95
PROP_00367,Sydney,House,213.1,5,4,19,14.07,1,0,Unfurnished,1774703.54,AUD,1.5,2662055.31
PROP_00368,New York,House,120.7,3,2,27,40.0,1,0,Fully,606506.41,USD,1.0,606506.41
PROP_00369,London,Penthouse,150.3,3,2,7,0.1,0,0,Unfurnished,2784437.89,GBP,0.8,2227550.31
PROP_00370,London,House,224.1,5,3,18,3.8,1,1,Partially,3656023.96,GBP,0.8,2924819.17
PROP_00371,Sydney,Apartment,79.5,2,1,5,1.5,0,0,Fully,660395.39,AUD,1.5,990593.08
PROP_00372,Sydney,Apartment,105.3,2,2,8,2.04,0,1,Fully,956946.0,AUD,1.5,1435419.0
PROP_00373,London,Apartment,100.8,3,3,6,2.62,0,0,Unfurnished,1220692.68,GBP,0.8,976554.14
PROP_00374,Sydney,Apartment,56.6,2,1,32,11.3,0,0,Partially,326550.17,AUD,1.5,489825.26
PROP_00375,Sydney,House,169.3,4,3,0,12.82,1,1,Fully,1842921.03,AUD,1.5,2764381.54
PROP_00376,Paris,Apartment,111.8,3,2,9,4.83,0,1,Partially,1347856.19,EUR,0.92,1240027.69
PROP_00377,New York,House,191.5,4,3,2,1.26,1,1,Partially,3868982.85,USD,1.0,3868982.85
PROP_00378,Paris,Apartment,56.4,2,1,30,0.54,0,1,Partially,506636.11,EUR,0.92,466105.22
PROP_00379,Mumbai,Apartment,54.8,1,1,42,1.96,0,1,Fully,178396.26,INR,83.5,14896087.71
PROP_00380,Sydney,Apartment,117.2,2,2,6,3.26,1,0,Partially,1123674.39,AUD,1.5,1685511.58
PROP_00381,New York,House,230.3,5,4,16,15.46,1,1,Partially,3215460.64,USD,1.0,3215460.64
PROP_00382,New York,Penthouse,261.1,5,3,1,2.76,0,1,Partially,7362878.82,USD,1.0,7362878.82
PROP_00383,Sydney,House,216.0,5,4,23,13.54,1,1,Unfurnished,1745019.58,AUD,1.5,2617529.37
PROP_00384,Tokyo,Apartment,78.0,3,2,2,2.92,0,1,Unfurnished,795904.69,JPY,150.0,119385703.5
PROP_00385,Sydney,Apartment,91.1,3,2,10,1.92,1,1,Fully,972650.22,AUD,1.5,1458975.33
PROP_00386,Sydney,Apartment,46.1,1,1,28,15.81,0,1,Fully,221331.33,AUD,1.5,331997.0
PROP_00387,New York,Apartment,68.8,2,1,1,8.85,1,1,Fully,716144.87,USD,1.0,716144.87
PROP_00388,Tokyo,House,62.6,2,1,10,23.56,1,1,Partially,360567.6,JPY,150.0,54085140.0
PROP_00389,New York,House,215.2,5,4,21,24.75,1,1,Unfurnished,1911941.5,USD,1.0,1911941.5
PROP_00390,Mumbai,House,278.7,5,4,23,3.18,1,0,Partially,1763171.43,INR,83.5,147224814.4
PROP_00391,London,Apartment,161.6,4,3,0,0.56,0,1,Fully,2442350.37,GBP,0.8,1953880.3
PROP_00392,London,Apartment,86.2,2,1,13,5.29,0,1,Partially,911011.12,GBP,0.8,728808.9
PROP_00393,Paris,House,298.0,5,3,18,9.76,1,0,Unfurnished,3068847.43,EUR,0.92,2823339.64
PROP_00394,Sydney,House,164.0,5,4,40,13.53,1,0,Partially,1476571.23,AUD,1.5,2214856.84
PROP_00395,New York,Apartment,91.5,3,2,0,2.07,0,0,Partially,1153011.15,USD,1.0,1153011.15
PROP_00396,New York,Apartment,80.9,3,2,14,4.79,0,0,Partially,1028443.99,USD,1.0,1028443.99
PROP_00397,New York,Penthouse,200.0,4,3,13,2.61,0,0,Fully,4411896.2,USD,1.0,4411896.2
PROP_00398,Mumbai,House,207.6,5,3,0,5.42,1,0,Fully,1240215.51,INR,83.5,103557995.08
PROP_00399,Tokyo,Apartment,144.7,4,3,2,10.55,0,1,Partially,1367657.29,JPY,150.0,205148593.5
PROP_00400,Mumbai,Apartment,121.1,2,2,14,8.82,0,0,Unfurnished,398315.49,INR,83.5,33259343.42
PROP_00401,New York,Apartment,131.3,4,3,8,27.17,0,1,Fully,861460.63,USD,1.0,861460.63
PROP_00402,Paris,Penthouse,146.3,3,2,7,0.17,0,1,Partially,2595469.46,EUR,0.92,2387831.9
PROP_00403,Mumbai,Penthouse,158.7,4,3,4,2.1,0,0,Unfurnished,1191964.66,INR,83.5,99529049.11
PROP_00404,London,House,93.5,3,2,13,2.99,1,1,Partially,1584126.02,GBP,0.8,1267300.82
PROP_00405,Mumbai,House,234.9,5,4,11,5.62,1,1,Fully,1588408.71,INR,83.5,132632127.28
PROP_00406,Tokyo,Apartment,70.7,1,1,10,3.3,0,1,Fully,553359.88,JPY,150.0,83003982.0
PROP_00407,Paris,Apartment,86.4,2,2,3,1.49,0,1,Unfurnished,927066.24,EUR,0.92,852900.94
PROP_00408,London,Apartment,148.1,3,3,27,1.76,0,0,Fully,1879127.45,GBP,0.8,1503301.96
PROP_00409,London,House,135.4,3,2,19,0.58,1,1,Fully,2262470.67,GBP,0.8,1809976.54
PROP_00410,Paris,Apartment,51.6,1,1,0,2.04,0,0,Unfurnished,554102.28,EUR,0.92,509774.1
PROP_00411,Sydney,House,135.3,3,2,2,19.17,1,1,Partially,883335.89,AUD,1.5,1325003.84
PROP_00412,London,Apartment,75.3,2,2,27,1.96,0,1,Unfurnished,889204.23,GBP,0.8,711363.38
PROP_00413,New York,House,247.4,5,3,24,3.82,1,1,Partially,4775515.15,USD,1.0,4775515.15
PROP_00414,Paris,House,144.3,3,2,7,8.8,1,1,Fully,1815980.62,EUR,0.92,1670702.17
PROP_00415,Tokyo,Apartment,67.5,2,2,8,2.21,0,1,Fully,624224.9,JPY,150.0,93633735.0
PROP_00416,New York,Apartment,53.1,1,1,4,3.2,0,1,Partially,578473.48,USD,1.0,578473.48
PROP_00417,Mumbai,House,246.0,5,4,2,3.63,1,1,Partially,1816801.52,INR,83.5,151702926.92
PROP_00418,New York,Apartment,60.7,2,1,1,1.92,0,0,Partially,637182.72,USD,1.0,637182.72
PROP_00419,New York,Apartment,110.6,3,2,34,1.09,0,1,Partially,1587341.09,USD,1.0,1587341.09
PROP_00420,New York,Apartment,120.3,3,2,4,1.98,0,0,Unfurnished,1629927.24,USD,1.0,1629927.24
PROP_00421,London,Apartment,148.7,3,2,1,0.46,0,1,Fully,2348752.34,GBP,0.8,1879001.87
PROP_00422,Paris,Apartment,122.0,3,3,5,1.74,0,0,Partially,1266865.17,EUR,0.92,1165515.96
PROP_00423,Mumbai,Apartment,142.1,4,3,86,6.37,0,1,Fully,439973.84,INR,83.5,36737815.64
PROP_00424,Sydney,Apartment,73.2,2,2,0,3.59,0,1,Partially,604808.31,AUD,1.5,907212.47
PROP_00425,Mumbai,Penthouse,230.2,5,4,50,1.5,0,1,Unfurnished,1425222.71,INR,83.5,119006096.28
PROP_00426,Paris,Apartment,25.7,1,1,20,1.32,0,0,Fully,238775.07,EUR,0.92,219673.06
PROP_00427,New York,Apartment,97.6,3,2,46,2.36,0,0,Partially,1040303.58,USD,1.0,1040303.58
PROP_00428,Tokyo,Apartment,114.7,3,2,29,9.73,0,0,Partially,761601.08,JPY,150.0,114240162.0
PROP_00429,Sydney,House,200.5,5,4,1,4.49,1,1,Unfurnished,2337879.21,AUD,1.5,3506818.82
PROP_00430,Sydney,Apartment,92.5,2,2,30,1.71,0,1,Unfurnished,714921.59,AUD,1.5,1072382.38
PROP_00431,Mumbai,House,120.0,3,2,0,15.17,1,1,Unfurnished,498058.72,INR,83.5,41587903.12
PROP_00432,Paris,Apartment,101.2,3,2,12,1.84,0,1,Unfurnished,1199577.83,EUR,0.92,1103611.6
PROP_00433,Tokyo,House,285.3,5,4,19,1.43,1,1,Unfurnished,4571982.08,JPY,150.0,685797312.0
PROP_00434,Sydney,Apartment,73.5,2,2,29,0.71,1,1,Unfurnished,694015.77,AUD,1.5,1041023.66
PROP_00435,Paris,House,195.7,4,3,11,6.97,1,1,Partially,2688995.14,EUR,0.92,2473875.53
PROP_00436,Mumbai,Apartment,80.5,2,2,30,3.78,0,1,Unfurnished,273525.38,INR,83.5,22839369.23
PROP_00437,Mumbai,House,130.3,3,2,20,8.63,1,0,Partially,624879.87,INR,83.5,52177469.14
PROP_00438,New York,Apartment,78.1,1,1,8,1.24,0,1,Unfurnished,955332.52,USD,1.0,955332.52
PROP_00439,Sydney,House,258.1,5,4,3,14.67,1,0,Fully,2878695.05,AUD,1.5,4318042.57
PROP_00440,Tokyo,Apartment,128.7,3,2,77,1.32,0,0,Fully,918001.87,JPY,150.0,137700280.5
PROP_00441,Mumbai,Apartment,134.9,4,3,31,7.42,0,0,Partially,479727.49,INR,83.5,40057245.42
PROP_00442,Paris,Penthouse,196.1,5,3,11,14.54,1,0,Unfurnished,2652685.2,EUR,0.92,2440470.38
PROP_00443,Sydney,House,221.8,5,3,35,0.85,1,1,Unfurnished,2679090.1,AUD,1.5,4018635.15
PROP_00444,New York,Apartment,31.9,1,1,31,11.79,0,0,Fully,252164.57,USD,1.0,252164.57
PROP_00445,Sydney,Apartment,53.3,1,1,22,0.65,0,0,Fully,387279.03,AUD,1.5,580918.55
PROP_00446,Tokyo,House,319.7,5,4,9,2.86,1,0,Unfurnished,4486548.14,JPY,150.0,672982221.0
PROP_00447,Tokyo,Apartment,87.6,3,3,21,2.95,0,1,Fully,1091141.84,JPY,150.0,163671276.0
PROP_00448,New York,House,245.8,5,3,11,1.1,1,0,Partially,5025765.65,USD,1.0,5025765.65
PROP_00449,London,Apartment,112.0,3,2,18,3.5,0,1,Partially,1393826.04,GBP,0.8,1115060.83
PROP_00450,Sydney,Apartment,103.7,3,2,11,6.85,0,1,Unfurnished,925406.11,AUD,1.5,1388109.16
PROP_00451,New York,Apartment,116.1,3,2,13,8.42,0,0,Fully,1129264.45,USD,1.0,1129264.45
PROP_00452,London,House,209.7,5,4,18,2.58,1,1,Partially,3998750.42,GBP,0.8,3199000.34
PROP_00453,Paris,House,107.9,3,2,12,23.06,1,1,Partially,778427.25,EUR,0.92,716153.07
PROP_00454,Mumbai,Apartment,68.9,2,1,9,0.66,0,1,Fully,297971.03,INR,83.5,24880581.01
PROP_00455,Sydney,Apartment,94.6,3,2,11,1.09,0,1,Partially,1059987.79,AUD,1.5,1589981.68
PROP_00456,New York,House,387.5,5,3,5,8.3,1,0,Unfurnished,6036258.84,USD,1.0,6036258.84
PROP_00457,London,Penthouse,87.8,3,2,10,1.3,1,1,Unfurnished,1640833.12,GBP,0.8,1312666.5
PROP_00458,New York,Apartment,111.0,3,3,23,4.6,0,1,Fully,1522832.32,USD,1.0,1522832.32
PROP_00459,Sydney,Apartment,81.3,2,2,20,2.21,0,0,Unfurnished,624161.78,AUD,1.5,936242.67
PROP_00460,Tokyo,Apartment,73.0,1,1,1,3.79,0,1,Unfurnished,736352.03,JPY,150.0,110452804.5
PROP_00461,New York,House,329.9,5,4,1,2.77,1,0,Fully,7120170.94,USD,1.0,7120170.94
PROP_00462,New York,Apartment,52.9,1,1,29,13.96,0,1,Unfurnished,327398.92,USD,1.0,327398.92
PROP_00463,Sydney,House,287.5,5,4,1,4.77,1,1,Partially,3671827.0,AUD,1.5,5507740.5
PROP_00464,Tokyo,Apartment,148.4,3,3,1,2.2,0,0,Unfurnished,1734372.9,JPY,150.0,260155935.0
PROP_00465,Mumbai,House,352.9,5,3,0,4.66,1,1,Unfurnished,2289690.07,INR,83.5,191189120.84
PROP_00466,Mumbai,Apartment,86.5,2,1,19,0.65,0,1,Partially,370164.44,INR,83.5,30908730.74
PROP_00467,Paris,Apartment,116.0,3,2,1,0.65,0,0,Partially,1483305.9,EUR,0.92,1364641.43
PROP_00468,Tokyo,House,182.5,4,3,10,2.64,1,1,Fully,3164893.47,JPY,150.0,474734020.5
PROP_00469,Mumbai,Apartment,120.0,3,3,2,0.36,1,0,Fully,682418.34,INR,83.5,56981931.39
PROP_00470,London,House,197.9,4,3,0,9.66,1,1,Partially,2743657.88,GBP,0.8,2194926.3
PROP_00471,London,House,128.3,3,2,9,18.33,1,1,Partially,1178303.75,GBP,0.8,942643.0
PROP_00472,Paris,Apartment,85.7,3,2,12,0.63,0,0,Unfurnished,825794.96,EUR,0.92,759731.36
PROP_00473,Mumbai,House,246.9,5,3,7,11.51,1,1,Partially,1247001.32,INR,83.5,104124610.22
PROP_00474,London,Apartment,64.6,1,1,21,16.95,1,1,Partially,435371.39,GBP,0.8,348297.11
PROP_00475,New York,Apartment,63.1,2,2,4,1.91,1,0,Partially,1026285.75,USD,1.0,1026285.75
PROP_00476,New York,House,125.5,3,2,20,28.4,1,1,Partially,863273.02,USD,1.0,863273.02
PROP_00477,Mumbai,House,216.5,5,4,2,10.46,1,1,Partially,1168970.73,INR,83.5,97609055.96
PROP_00478,Mumbai,House,242.9,5,4,27,7.76,1,1,Partially,1209219.52,INR,83.5,100969829.92
PROP_00479,Tokyo,Apartment,102.2,2,1,14,0.21,0,1,Fully,946238.48,JPY,150.0,141935772.0
PROP_00480,Tokyo,House,227.9,5,3,7,4.31,1,0,Partially,3150185.39,JPY,150.0,472527808.5
PROP_00481,Mumbai,Penthouse,237.0,5,4,20,8.51,0,0,Unfurnished,1394961.0,INR,83.5,116479243.5
PROP_00482,Paris,House,239.3,5,4,0,3.22,1,0,Partially,3631005.16,EUR,0.92,3340524.75
PROP_00483,Sydney,Apartment,125.5,4,3,24,2.85,1,0,Unfurnished,1306732.23,AUD,1.5,1960098.34
